_id,userId,trackedAt,mood,reasonId
c6d2bbc5-4114-488e-8a67-d3161a833d91,9f951193-1b13-4b50-8d41-188526b989f8,2020-01-12 01:10:32,happy,57d9dc1ee66d040ed4e496ac
0b4017f5-4dab-4224-ae69-fc72a5bc09cf,ec56e5b4-a78a-459b-8e79-f43c76c5552a,2020-01-31 12:31:48,sad,58dd776a5329db0c4d80c32b
0d2cc961-35da-4423-857d-6cd57c6ef0d4,a2093a32-6e7f-41e3-ba48-a01ef6f4a122,2020-01-26 20:34:45,angry,5c6aa1d39c79eca733d4dbd6
2fa91709-5b70-406f-b9d2-01d818bf261e,da07afb0-909f-4a08-8157-63c3f34ab701,2020-01-04 12:10:55,happy,57d9dc21e66d040ed4e496c7
81ec92f3-389e-4a55-8fc2-a72aa25d0fc7,bfbd5ebd-9e1e-4dde-8ec4-e02a29a4c661,2020-01-16 21:44:05,ok,5c6aa1e49c79eca733d4dbf3
96a83f9b-56d8-4c4d-a826-96e7e5e1f3e4,fb2a1960-7c33-423f-8778-e41158faeb1a,2020-01-14 14:31:33,super-happy,58335abb514129a045865b08
ec719f96-dca9-4bd6-a215-65a529daa1d6,7e02ffc0-71d0-42e6-b88a-8bd0984f90c4,2020-01-17 20:03:39,ok,57d9dc1de66d040ed4e4969d
f750dfc3-d63f-4e49-8a51-1472b8131d3e,d7253705-ceb0-4e93-b9fc-c64e1f9f41e3,2020-01-21 17:33:29,ok,57d9dc1de66d040ed4e4969e
930cb944-db60-400a-8ea1-43a3282ee549,7d9507ff-af0c-4735-99cf-ed0f29360752,2020-01-13 18:51:19,happy,57d9dc21e66d040ed4e496c7
1c0bdf9e-91fc-47db-87b1-71209a1c2071,0c915b5d-cf82-4967-9906-c36f9a5dcb73,2020-01-25 17:41:53,angry,5c6aa1d39c79eca733d4dbd7
09c0e038-2aad-431f-8cb4-89768f4a6f86,2be96aff-c0b3-4503-9a6f-31ff36f57aeb,2020-01-23 02:12:34,angry,5c6c2a289c79eca733d4dd20
47475200-952d-40a9-a93b-a66af20b1fa9,b44acfe4-5c3c-4775-88a5-4fedc33fd32c,2020-01-29 15:37:21,happy,57db1d10e66d090e6410b866
2c0d4f0b-a7c2-4e98-b8c0-984e782b319f,91b5cb74-9754-4c5d-bd53-2e1cddf72671,2020-01-10 13:07:09,happy,58335a7b514129a045865b07
1b58f91b-644a-421d-98b3-16793f41be17,94c24275-3bdb-48c9-9671-997e274a8b5d,2020-01-31 12:23:02,sad,5c6c2a289c79eca733d4dd20
99101c2e-88b8-4d28-8741-d31d2b5866c6,529588ef-9b88-4137-b1de-2485110c7437,2020-01-02 16:39:22,sad,5c6aa1e49c79eca733d4dbf3
18a1523a-3ecb-413b-b83d-ec5f4063c0d2,a04e4670-5687-4478-968e-87dca32998f2,2020-01-10 01:24:11,angry,57d9dc20e66d040ed4e496bf
170f1f14-bab8-484f-b047-36a4b46ea720,37bfc5f5-e339-4304-8242-7aab193980e1,2020-01-10 13:27:26,ok,5c6aa1d39c79eca733d4dbd6
fbe0bb0c-febd-40ef-bc2f-68f88eba70b1,b40b37ae-8cd7-4eec-8962-ea5cf930d41f,2020-01-18 15:40:50,angry,57d9dc20e66d040ed4e496c2
43ba3484-7c66-43e7-80d1-b667ab2e5540,2d4fd01e-0b3b-4274-9b40-6477f3cfd575,2020-01-25 09:20:05,sad,57d9dc1ee66d040ed4e496ac
678040be-cf55-4af4-9c44-e230e876aae4,f0854ccf-3c94-4e6a-83db-f64bd9353da7,2020-01-09 18:33:43,angry,5b0d9da9abb35bed38c2ce6d
9d9b154b-171b-4a0c-9c20-eb6311421e54,cd81e316-2ee5-4127-8488-c4fe1dd2048e,2020-01-09 16:19:53,super-happy,58dd776a5329db0c4d80c32b
ee72b48d-2dd8-4498-b48d-fa87e89a434c,a2c362fb-0629-4127-8d14-30325ba5a8cc,2020-01-08 19:56:30,super-happy,57d9dc20e66d040ed4e496bf
c24e3f7c-118a-4992-a34a-91da6d8817b4,f1237461-03e0-4787-8a3b-28e76d3afa10,2020-01-18 14:52:29,super-happy,57db1d10e66d090e6410b863
bb727c2c-a5b0-4f32-abad-91ca4ebc7bdb,89c5274d-422f-450e-802c-683b74962ed3,2020-01-01 14:33:58,angry,5c6aa1d29c79eca733d4dbd5
f1b79e60-3205-4fac-b475-f181ef5eb0da,24d462e8-7f5f-4c6f-bd53-cfa1d86a209d,2020-01-05 23:34:04,super-happy,5b0d9dffabb35bed38c2ce6e
710964b8-982f-4c11-98a6-6aa19997f84e,214724a4-6e1d-4345-a938-b6bd31c50159,2020-01-17 18:45:15,sad,57db1d10e66d090e6410b862
6ba4ae81-49c9-482c-ac1b-7a1363cb5da6,f0231658-6256-4064-9421-f382e60a111c,2020-01-25 02:05:47,happy,5bf3e6d99c79eca733d4addb
82126164-7081-4335-8b02-e4dff5d31b73,21057e34-1eb7-4193-9788-7d2d5ed40658,2020-01-13 22:07:21,sad,57db1d10e66d090e6410b866
83d4fc65-a5d7-4df2-ac48-37e72f3dca11,36737384-97b9-425f-9d4c-1f64900f2f55,2020-01-29 12:59:23,angry,57d9dc1fe66d040ed4e496b3
553cea5c-056f-451f-96e6-34d6e5c7bebf,3e612e82-70cf-4d25-bc7b-4be31a5e05e2,2020-01-08 18:33:44,super-happy,57db1d10e66d090e6410b866
95ed48db-284c-4799-a64b-65721e1e58bc,a22afa91-46b4-4b27-8f2e-cb0766bda364,2020-01-15 16:23:45,super-happy,57d9dc20e66d040ed4e496c2
9afc628c-e232-4cf0-b409-fb99113761ac,c6152baa-f58b-4e02-b3dc-f6c296217e15,2020-01-01 17:18:07,ok,57d9dc1de66d040ed4e496a5
1325f582-32b4-4f71-88f6-453b9ab3e2fe,83c584ea-8ac9-4ac0-92a4-938dfecf3e0a,2020-01-17 19:34:05,ok,5c6c2a259c79eca733d4dd1b
13f2a899-df74-49e2-9ab5-d23af134d2d0,5d2025c6-305a-49a4-8c6c-9c239f436c4f,2020-01-22 18:04:45,happy,5c6c2a2a9c79eca733d4dd23
65235142-d7e5-4dbb-854c-e8822612b3ed,c3fb3dfd-87b9-401d-918f-10f580cac35e,2020-01-27 00:07:45,sad,5b0da346abb35bed38c2ce70
7fc3dfe1-e0c0-448d-8e2a-7f10c4a0ee28,ffd8fdb6-e461-404a-a873-ee99e54a44ea,2020-01-15 00:41:54,angry,5c6aa1e49c79eca733d4dbf3
e5ca40d6-f342-4663-b7a6-480323811bbf,9a33ea17-d8d2-4af4-990c-2439395472ba,2020-01-10 21:22:58,happy,57db1d10e66d090e6410b863
2b72b7c6-a143-4424-a565-2da362753fcc,27101432-c1eb-4974-b957-8d6c29404736,2020-01-24 18:20:07,angry,5c6aa1d39c79eca733d4dbd6
0093e212-09ba-4808-80fc-f4c061fea0df,8b46b4fa-3adb-473a-ae48-14d74c85c872,2020-01-03 12:41:57,angry,57db1d11e66d090e6410b868
34b66078-7b05-47f2-974e-2e58244101c1,5bf5d5a8-6610-4ebd-97cc-886d0a57c38d,2020-01-26 15:30:13,ok,5c6c2a259c79eca733d4dd1b
d6482f21-d6f6-4027-918c-089041cb97e4,144df284-12a7-4ea1-be6b-594261b6a80d,2020-01-29 21:15:22,happy,5c6c2a289c79eca733d4dd20
edc99629-47bd-4e48-9a1e-4b01ef48b706,45cd2dd3-b27f-433a-ba99-69891ef31f37,2020-01-18 23:45:25,ok,5b0d9da9abb35bed38c2ce6d
e6cf5bea-e41a-40a8-895c-b0b3959e6ce6,2be96aff-c0b3-4503-9a6f-31ff36f57aeb,2020-01-22 00:39:08,happy,5b0da346abb35bed38c2ce70
c692ecb6-c3e0-498b-9e9c-47d098c6fed8,b90ebece-6625-4d8a-a086-855f906e673c,2020-01-07 15:25:20,ok,57d9dc1ee66d040ed4e496ac
c8573da2-a981-4a63-ba38-284b509aa1e8,b789bb9d-868a-4694-888d-5d3da84c8e7e,2020-01-21 21:49:59,angry,58335abb514129a045865b08
d0b6d6c6-b433-4d0d-a08e-601925901858,7f66c7be-25ec-47d4-b084-04b3d84222c7,2020-01-04 02:59:19,angry,5c6c2a259c79eca733d4dd1b
44ae548f-88c7-4a2c-8f76-7071c3790a6b,48e00a3b-ddbf-446b-82f8-b003f7877713,2020-01-19 18:36:59,,57d9dc21e66d040ed4e496cc
f84864d4-bae3-4b17-9022-d864a579ba12,f0854ccf-3c94-4e6a-83db-f64bd9353da7,2020-01-15 13:49:50,ok,57d9dc1de66d040ed4e4969d
c61e2d59-25e5-4e60-89cc-5c0b737135e0,3e06a971-7192-4115-90a8-87ce0b623eea,2020-01-29 20:09:09,angry,57d9dc1fe66d040ed4e496b3
afcdee88-5ed5-4207-a19c-90ffbc28b9b0,57335f5f-e56e-49b9-8617-1970bfd84eb1,2020-01-09 23:24:44,,5c6aa1e49c79eca733d4dbf3
8db4ea81-5f67-4f7c-9028-4d7f1c2eae15,4a882279-801b-48a0-ac33-cab64fb9a5e5,2020-01-24 02:20:00,ok,5b0da346abb35bed38c2ce70
7f986d11-f0e3-4c4a-a6f8-46333f132f97,7933aebb-bebc-4d0b-a799-d4946bf9e216,2020-01-30 02:23:12,ok,57d9dc1ee66d040ed4e496ae
ed858dbc-aa0b-401a-9b6f-09d767431030,9c11e939-202e-4df5-8290-0ef3818b65db,2020-01-06 19:09:30,angry,57db1d0fe66d090e6410b85e
25e33c68-ecc1-4237-af9c-7b59512beb98,497eb7fc-f959-4395-8e07-c280612de230,2020-01-05 22:56:05,ok,5c6c2a2a9c79eca733d4dd23
286a4f23-4b48-4af6-8840-27af741580d6,8b46b4fa-3adb-473a-ae48-14d74c85c872,2020-01-02 12:39:39,angry,57d9dc1fe66d040ed4e496b3
63563df1-237e-43f8-80bd-28c8eb23aee2,a98cb6a6-c417-46a9-b438-c00e9b739b2f,2020-01-05 15:44:33,super-happy,57db1d0fe66d090e6410b85e
ed96c0a8-dbb5-410c-b6b9-c2548a63e85e,5636cb2c-2973-42db-a2f9-9ddcd548378f,2020-01-18 15:17:01,ok,5b0d9da9abb35bed38c2ce6d
6bffdb62-b515-4bff-9ac4-4319f00900a5,6d3dbeaf-b9b1-4fe8-a791-52d7af487787,2020-01-18 16:58:26,happy,57d9dc20e66d040ed4e496c2
09b02b89-ed59-47a3-a884-2cc13f778481,fa5af4d2-9ecf-4e0b-9c9c-f67c339180c3,2020-01-22 22:28:14,ok,58335abb514129a045865b08
4045f500-0be1-426d-9f57-f61db01c81e3,ff05db17-bc8f-4151-b035-a99a9fbda2a5,2020-01-08 14:44:26,angry,57d9dc21e66d040ed4e496c7
12d89a4f-ddeb-4966-bdd2-8d037250273f,f14cde22-1a3f-45f8-b24d-b17c0a246e42,2020-01-21 13:33:47,angry,5c6c293f9c79eca733d4dd0b
718e1d5e-8791-467b-8a32-ea13a6e3b904,819cbf1a-8e53-42d9-8953-5833b59dab3b,2020-01-07 20:46:06,super-happy,57d9dc1ee66d040ed4e496a9
40eae908-cace-4291-b00c-a862d4ebd385,cace95ea-fbc7-4268-bc38-b4c4609e7581,2020-01-23 07:44:15,angry,5c6aa1d39c79eca733d4dbd6
294cb5ce-924c-4d7a-acfe-fcdbb6504195,b5f6cfb8-ba07-477c-a973-ba8017060097,2020-01-14 14:44:18,super-happy,5c6c2a259c79eca733d4dd1b
c2527eab-c765-401c-9047-dd85a62c279b,b013ad6b-b03e-440d-a407-ac766efceae9,2020-01-25 02:48:45,super-happy,5c6aa1e49c79eca733d4dbf3
2fa31138-01c0-455f-baae-dbb11992e854,c691c5e0-7bbd-433c-ae30-a31fb1b63baf,2020-01-16 02:47:45,angry,58dd776a5329db0c4d80c32b
335f1e7c-6dc2-4b2a-a012-66534156a0d1,3ea72466-66f0-4269-a91c-d07a1143349c,2020-01-04 20:28:56,angry,5c6aa1d29c79eca733d4dbd5
ca716704-03af-4ba1-9be1-27f37a53c9a7,4be06f15-d2a3-476c-ac22-1639a08af79e,2020-01-02 14:48:56,super-happy,57d9dc1fe66d040ed4e496b3
157549ee-9778-4764-b6ac-50569a703e84,7de08594-4b1d-47fa-89ea-0fb358d590ef,2020-01-31 19:32:52,ok,5c6c2a229c79eca733d4dd16
0e758b83-e09d-4ee6-aa9c-37264504c908,3c10af13-1d0e-4a2a-a107-a39fc20a6f12,2020-01-31 20:04:45,sad,57db1d10e66d090e6410b863
6b7c0feb-217f-428c-9055-701b19a59b93,e7e74e56-0e03-4567-a214-3c4be5c4892b,2020-01-13 17:32:24,ok,57d9dc1de66d040ed4e4969d
2a6b5e10-8915-49ae-87f0-f0761dfc36b6,9abad734-cbbb-427e-aad4-b888cb6f9765,2020-01-21 01:27:38,sad,57db1d10e66d090e6410b866
f54360b3-3e2b-4927-873a-3977af6426b9,64ee4013-2bbf-44bd-b61f-245940bd0a1f,2020-01-04 22:29:54,happy,57db1d0fe66d090e6410b85e
7ca9e2a3-d894-47e5-ab7d-70231b85fd0f,db28d8a3-cea1-46a7-9fa6-a4e10b6dc324,2020-01-12 15:53:36,ok,5c6aa1e49c79eca733d4dbf3
e1eaa681-fe1d-4102-a2b3-ceee3b51fe51,4be06f15-d2a3-476c-ac22-1639a08af79e,2020-01-04 15:20:43,happy,5b0da346abb35bed38c2ce70
c1eb1a86-4f55-4e42-be5c-c1b0a65292dc,aa5bc0e7-0cd6-4d7e-90e4-c7fc1ae1e3f3,2020-01-12 21:03:03,happy,57d9dc20e66d040ed4e496c2
cf514937-b895-4173-9df4-bc6a95349f47,54911e36-dfd1-4d02-884a-d44abcb87bb1,2020-01-31 15:58:46,angry,5c6aa1d39c79eca733d4dbd6
c4842592-2220-44c1-aa4d-7c5184b7e41d,3e06a971-7192-4115-90a8-87ce0b623eea,2020-01-23 13:33:23,sad,57d9dc1de66d040ed4e4969d
f0ecc738-d5f5-489b-b1a4-c3c1d621ddea,1d27f3ee-e84c-43e6-94c2-6e56bb460568,2020-01-18 17:25:20,sad,5b0d9da9abb35bed38c2ce6d
6622782e-4203-4aaf-a383-b6acb8dcbf53,6d3dbeaf-b9b1-4fe8-a791-52d7af487787,2020-01-08 01:20:51,happy,5b0d9da9abb35bed38c2ce6d
29df8698-c453-47d8-bd55-7540c923cbf5,313d4c9d-4a84-460c-8dad-148992b00233,2020-01-15 20:33:44,super-happy,5b0d5ce1abb35bed38c2ce52
6f5de568-c8c2-4c1d-bb5d-a03f4c1b87f2,2c7dc70f-89a8-4339-b2c2-e82177b30fa9,2020-01-17 23:35:44,angry,57d9dc1de66d040ed4e4969d
ee57065b-516e-4355-80df-77b5b3fd4eca,67414508-996c-4ab3-8f07-5bb209befe33,2020-01-20 12:16:36,sad,5c6c2a219c79eca733d4dd14
85adae0f-f2b0-4f19-97ec-86f80e128cc8,2718f0ee-95c7-4b41-9a23-47aff2b5b028,2020-01-11 21:04:48,angry,5c6aa1e49c79eca733d4dbf3
4fadc453-bf0b-4880-850d-7c090e5912ab,9260f16a-1638-47ad-9bb0-369544f90b22,2020-01-24 17:39:18,ok,5b0d5ce1abb35bed38c2ce52
ea269048-66cd-43d1-be86-e788e122a7b3,fe4aa8a2-5638-46d1-893b-6dc94276827a,2020-01-17 13:55:01,angry,58335abb514129a045865b08
d8783611-a631-4b6d-b045-e4512a1e70ac,b4e7924e-156b-4679-844a-f31799d57503,2020-01-22 18:51:53,super-happy,5b0d5ce1abb35bed38c2ce52
2a3f2c15-08df-4bf7-8602-8522e44911f0,2a282cf3-e894-43b9-86b3-da66eabe2bfa,2020-01-07 17:05:49,happy,5c6aa1d39c79eca733d4dbd7
3839b080-4a01-4b8e-9413-0867391e86d9,d0caaa15-e9c4-4c83-bc1e-589a0c71b93c,2020-01-14 19:24:15,,57d9dc1ee66d040ed4e496a9
18989ee5-b5b3-45e0-b644-1c105d804a7b,b4d710b9-c9d9-4223-8f3d-835d990d9016,2020-01-10 12:46:53,ok,5c6c2a289c79eca733d4dd20
347d11ab-1091-4081-868b-2b596bcc6382,41ffcccd-dbcb-4ec5-b304-73c8549dfc05,2020-01-27 15:28:51,super-happy,57db1d10e66d090e6410b866
3709ba4c-9eca-4dcb-b0c3-fa07c1510068,58d50e2f-0a23-47ff-a020-e44c1e1b24d5,2020-01-29 13:20:43,super-happy,57d9dc1de66d040ed4e4969e
c3a0598b-e917-4fad-8153-1cb4d7078f14,fa5af4d2-9ecf-4e0b-9c9c-f67c339180c3,2020-01-16 21:39:37,sad,57d9dc1ee66d040ed4e496ae
5f3a1713-f4a7-4264-82b8-8a35356be7d3,493c94d1-7973-4b75-ae8b-d8e3b67b33b2,2020-01-17 12:39:24,angry,5b0d9da9abb35bed38c2ce6d
51cc670a-e453-49e0-ae11-cd7be9875135,f18fc360-da24-4b4e-ae6e-2cfc2bfd838b,2020-01-31 20:48:36,angry,57db1d0fe66d090e6410b85e
89b0d90e-a789-4714-83b7-bf8c3e777a18,48e00a3b-ddbf-446b-82f8-b003f7877713,2020-01-03 23:19:43,happy,57db1d10e66d090e6410b863
3c574636-3698-44a7-bef3-3a1f8ec29b77,fa5af4d2-9ecf-4e0b-9c9c-f67c339180c3,2020-01-06 02:32:31,angry,57d9dc20e66d040ed4e496c2
7ba865f7-848c-4074-bee4-72fafce45f4f,411254cd-f8af-4bcc-92c8-57a42551acac,2020-01-29 18:09:43,super-happy,5b0d9da9abb35bed38c2ce6d
3f5498d3-cbd5-4a5f-b68e-2e34ade5d48e,fa040368-4993-4587-8cff-ea50dca871d3,2020-01-21 00:55:37,super-happy,5bf3e6d99c79eca733d4addb
256f3168-bde8-42dd-8352-54725775aaea,28c762a6-0b9a-4c31-950e-acfcb273bb77,2020-01-15 20:56:12,angry,58dd776a5329db0c4d80c32b
777e7b1b-ab0c-4c29-b4b5-256e3a3fda53,9dfe95fb-b6b6-42ea-8514-d2ad74d3f0a0,2020-01-19 13:55:35,happy,5c6c293f9c79eca733d4dd0b
cfcb7065-6bc2-4077-917b-9b460b7ca4a0,83824b68-6dc7-4a41-9066-9b271f5c98f3,2020-01-12 20:55:53,sad,5c6c2a279c79eca733d4dd1e
d1ee7206-85bd-4857-843b-7a68f2d29cbc,ebd9df18-1ec2-44f9-88ae-9ee87bf52b76,2020-01-13 12:30:50,happy,57d9dc1ee66d040ed4e496a8
fcec99f1-cd10-4fbb-a98e-18912f3c5779,f437ed90-be10-42e2-a0d3-a2c949080733,2020-01-10 01:00:33,super-happy,57d9dc1fe66d040ed4e496b3
5f004f53-ad7f-4cfb-abcb-54b1bba3798c,28fe3b70-17ab-43f7-885e-bacbf27654af,2020-01-27 23:58:20,angry,5c6c2a229c79eca733d4dd16
cee04607-8658-47e6-8801-79b8c8fe1e4e,3e612e82-70cf-4d25-bc7b-4be31a5e05e2,2020-01-27 20:15:00,super-happy,5c6aa1d29c79eca733d4dbd5
ef62d0f5-21ed-4214-9847-0296e17a20b6,38ad9144-9d5d-44d1-92ba-f8bd464d8197,2020-01-15 22:33:08,,5b0d9da9abb35bed38c2ce6d
30ab5250-f728-42b8-b068-2e76f5a9914d,8b468351-9fa8-40a5-9cda-3c41f95ac76b,2020-01-16 21:14:19,ok,57db1d0fe66d090e6410b85e
a1e151ad-2831-4240-b965-b7f826e435a4,9e6b822a-4a7b-4f6f-829c-8c6898fdb73f,2020-01-01 14:06:23,angry,57db1d10e66d090e6410b866
3d86e49d-d714-44e7-9817-dcb224995026,b139197b-fbfe-4415-a072-bb72e70f5418,2020-01-14 02:01:23,sad,57d9dc1de66d040ed4e496a1
6999f445-d9b2-4494-8f2b-f6ebe3615fab,497eb7fc-f959-4395-8e07-c280612de230,2020-01-01 14:46:10,ok,57d9dc1ee66d040ed4e496a9
ad2eee98-b076-49f3-a46d-0318bdfe7a41,99b143c5-2b4d-40a5-80ad-beefb6c2b272,2020-01-06 15:19:52,super-happy,57d9dc21e66d040ed4e496c6
d72bb7d3-d5b1-413a-bbb0-2b80c6dad17a,aae169d8-a095-4e93-9bc9-10bd300f7414,2020-01-27 17:02:19,sad,57db1d0fe66d090e6410b85e
fe9adaaa-329b-41da-9e36-c4d0d70fb661,438dd6c2-618e-4952-af4d-8811a635db99,2020-01-23 14:30:50,angry,58335abb514129a045865b08
80d13e9c-3ee4-4314-b171-a02abe4d4a1f,ad1cf024-a046-4ada-8774-ec3503cf6326,2020-01-18 19:24:00,super-happy,57db1d10e66d090e6410b863
a6c5079d-e468-413a-bc98-c327ce50569e,b5f6cfb8-ba07-477c-a973-ba8017060097,2020-01-02 18:53:58,super-happy,57db1d11e66d090e6410b868
60e21de4-b13a-4aff-8dcd-394afce0809e,a8788a93-7d58-4d02-a2ac-2e53a3d89c8b,2020-01-29 22:46:22,angry,57d9dc1de66d040ed4e4969e
cd1c00df-6f4c-432a-9e38-625731057554,21057e34-1eb7-4193-9788-7d2d5ed40658,2020-01-15 00:47:48,ok,57db1d0fe66d090e6410b85e
0bff9cfe-dbfa-4325-a31f-8063ec80c181,67414508-996c-4ab3-8f07-5bb209befe33,2020-01-04 12:27:30,sad,5c6aa1e49c79eca733d4dbf3
e4d8259c-d3ed-45d1-979f-3ef0513b0960,13ca17a1-95dc-4f76-a3fe-968934314bb7,2020-01-05 20:00:38,happy,57d9dc1ee66d040ed4e496ad
878956b1-2a0e-4413-b8b8-20bedb569c54,ca07595d-44c5-4ee8-a294-e4dcea9bc23e,2020-01-21 16:34:27,super-happy,58335a7b514129a045865b07
9bd42eb6-4178-4fd2-aa8c-57c08f292768,295b0375-779c-4067-a689-4dab7b262242,2020-01-29 22:04:07,sad,57d9dc1ee66d040ed4e496ac
fc4af8d2-ef57-4022-b069-4b0a5bdb5d9c,996cb518-aef5-4a18-b6b8-fb3784e2a4c6,2020-01-03 21:07:53,super-happy,5c6c2a229c79eca733d4dd16
97945123-47aa-4e4a-9fc6-0a7b4808ba9d,80e36931-1cac-4207-a455-957a32a2e20f,2020-01-29 13:04:04,super-happy,5c6c2a1f9c79eca733d4dd11
ae2b6a1e-7536-422a-bbf7-12cace542e99,80e36931-1cac-4207-a455-957a32a2e20f,2020-01-12 13:03:12,super-happy,5c6c2a229c79eca733d4dd16
18169b36-bfe5-4546-b121-81c78412ffda,4c9a26c3-9907-42b5-af80-4298df4912de,2020-01-22 21:54:11,angry,5b0d5ce1abb35bed38c2ce52
1b4cb720-7481-477c-8799-4d2c78665f98,5e4082a6-8367-43b6-8b9a-58464cc394c9,2020-01-30 01:09:41,angry,5b0d9da9abb35bed38c2ce6d
1914df76-9924-48e9-b767-a827d0d1a1d3,8b468351-9fa8-40a5-9cda-3c41f95ac76b,2020-01-05 18:00:58,angry,57d9dc1ee66d040ed4e496ac
9b4b8560-a282-409c-bc7b-7ae3bee771e6,73b8f2e7-e7ec-4e57-8d2a-52296df205e5,2020-01-09 13:15:50,sad,5c6c2a2a9c79eca733d4dd23
af57fc38-49b5-40d6-9e7c-c2ce5540c76a,a4112cde-1a29-4acc-8e84-1bf11913bfa8,2020-01-22 01:16:09,sad,5c6c2a259c79eca733d4dd1b
